name,review_title,review,date
Happiness63325716082,Fantastic hotel and will never forget service,"Me and my wife arrive srilanka to arrange my visa for another country and hilton was our first choice to stay  Before arrival I had to change my reservation for an earlier day and I did inform this to hotel reservation and I clearly ask to arrange a hotel car to pick me up from airport and the reservation staff who was a man he did reconfirmed everything from me but guess what it was not been arranged however the staff I met in the airport went way from his job and even my name was not on his list he did arrange a car to me for hotel , from the moment I arrive to the hotel everything was changed , the welcome I got from front desk staffs was amazing . Until my departure everything was fantastic may be a thank you will not be very much compaire to their service our room boy kasun",
Jimena C,"Don't take the Taxi Service neither the pick up Service, Tourist SCAM! Too expensive","Uber works perfectly fine and accept credit card payment.  Don't listen to the hilton staff when they tell you that Uber will only work with cash, is their way to make you book their transportation services.  The pick up is around 65usd which is insanely expensive and the taxi service is a little bit cheaper, you can bargain! they will tell you an amount first but if you say you prefer to handle your own because its too much they will lower the price.  Note: Many hotels offer the service free of charge to the airport, as normal.",
Safari14207829220,Business and,"I use the Colombo Hilton regularly for business trips and it is the team of people working at the hotel that make your stay a fantastic experience. As a result of Manesh Fernando the GM of the hotel doing such a grand job, I took on a further 3 rooms during my stay and convinced my friends to stay at the Colombo Hilton and they had an unforgettable experience.",
Sherry R,,,
Japanuki,Perfect stay in every way!,"Fantastic hotel located a few minutes walk from Colombo Fort railway station.  Check in is warm. and friendly with Samual, a Trainee Front Office staff member. He informs me that my room. has been upgraded to a King Executive Suite. Sweet.   The room is essentially an oversized studio with 2 bathrooms, living area, and Kind sized-bed. There are some lovely welcome amenities including a bottle of red wine, large fruit basket, and a box of delicious Hilton chocolates.  The Executive Lounge on the second floor, I am told by the Manager, has a different theme each night. Tonight is Chinese. Had I been a day later it would have been Sri Lankan.  The gym and pool are located over a bridgeway across from the hotel. I don't use the pool but the gym is excellent. I also treat myself to a",Date of stay: March 2019
profjoypc,Well located hotel with good restaurants and a pleasant atmosphere,We recently attended a wedding here but have also eaten here on numerous occasions in the past in the restaurants. The hotel has fairly recently undergone renovations and is now very pleasant to enter and spend time in. Service is excellent and we have always found the food very good. Service at the recent wedding we attended was very professional and attentive and the whole event was very well overseen by the hotel.,Date of stay: February 2019
rishikochhar,"centrally located, comfortable bed but it is an old construction","Hilton Colombo is very much locationally advantage as you are close to business district with next to world trade centre. rooms are fine, washrooms are clean but the set up is bit old styled. power sockets are just at the work table in the room and no where next to bed; washroom is basic. might be some floors have been renovated but the one we stayed in was not. food is fine and the staff is prompt and courteous.",Date of stay: March 2019
Sherpa20157769161,A Slice of Paradise,"This was our first trip to Sri Lanka. The hotel and staff exceeded our expectations. Every day we were met with a friendly and accommodating staff. Our every need was attended to and if it could not be done, they would find a solution. Great experience.",
Travel816801,High Tea buffet,"Excellent spread. Enough choice, Japanese Corner, sweets, savouries, drinks, deserts Value for money. Always Hilton has its high standard maintained. From the entrance until you leave you get excellent service. Hilton Colombo still maintain high standards and reflects the Good management",Date of stay: March 2019
dilipb196968,,,
Hemantha,High Tea at L.A.B,I visited Colombo Hilton for high tea with a friend. There was not much of a vegan/ vegetarian choice. Ms Hansi was very helpful and arranged for me to have a vegetarian choice. It was definitely a good management act to help the client.I appreciate Ms Hansi’s thoughtfulness. I will appreciate vegan / vegetarian options are given in platter as an option in future.,Date of stay: March 2019
I travel all over the world,Fabulous in hospitality and foods,Was a excellent experience and a fantastic foods with crab and prawns also a grate service by the team really enjoyed and most memorable moments in the hotel. The blue welcomes us with a grate welcome drink and snacks. Variety of foods and drinks super super.,Date of stay: February 2019
Ronderland,,,
Daydream67773719390,"Safety Issues at Hilton Colombo, Sri Lanka","Hotel was a nice hotel, clean, excellent service.  But there were human traffickers trying to pick up friends of mine at this hotel on our last day there.  Hotel manager reported this and took great care with us on this but makes me uncomfortable recommending this hotel.  Human trafficking is scary and to know that they come to upscale hotels is scary.",
Peter P,Warm friendly family type service,"My first trip back since 2013 and the refurbishment of the lobby and 2nd floor executive room was excellent. Many of the same staff are still there, they remembered me from the previous stay (1-1/2 months) made it feel like coming home. very gracious and so courteous.",
Dhuleep sanjay,,,
Nadun G,Royal thai,We had dinner in Royal Thai private dining room.is exelans.the foods tasty.the service was very friendly.we had good time.mr gihan. Sanje and sanjeewa was take care of u s we came back again  And they also provide a very good service,Date of stay: February 2019
Edmund L,Old but nice hotel,"Visited Colombo for business after a space of 12 years and came back to Hilton. The rooms and interior is still exactly the same - old but everything works, spacious and probably the younger crowd may not like it but extremely suitable for me. Service is very good. So happen they asked how my sleep was on the last night and I shared that a morning ceremony which started early at 4 am across the street woke me up early. When i came back to the room later in the day I found that they gave complimentary beer in an ice bucket in the room. Curry leaf restaurant at the hotel is must try for food lovers. The restaurant serves awesome Sri Lankan spread ( buffet style) with various live counters . Graze restaurant serves world cuisine which is quite good. Will return",Date of stay: February 2019
Symphony15,Very Good But,"I stayed for total of five days on two different floors. The booking is fir Executive floor hence i was in 17th Floor first time and the service was excellent from the reception to room service. The room was very tired and old , with the furniture from the mid 80's when they opend it.  Food and the spread was good compare with the other Five Star hotels in town which I have stayed frequently.  The 18th Floor was in contrast was very good and though it was old furniture it was fresh and acceptable.   Business center was very small very tatty old furniture and mostly unmanned, used it twice and have to call reception to log in, MUST IMPROVE  I will recommend any one , however do complain if you think its not good enough , I did not,  Lovely welcoming staff",Date of stay: February 2019
Buddhika A,,,
Rajatt78,,,
Ma'n S,nice hotel,"I had visited Hilton hotel last month during my stay on Colombo, overall the room size was convenient, I can't say any thing about housekeeping as the provide supper service, for the restaurant and bar they had very nice service and delicious food I enjoyed it lot",Date of stay: February 2019
NellasG,Comfortable and accessible,"Location of hotel was convenient and room was clean although a tad old. Excellent service. Hotel ground was spacious, had a nice pool area. Good spread of food at breakfast. Bed was cosy but pillows too soft for me.",Date of stay: February 2019
Balaji A,Nice hotel,Had a amazing experience. Requested for a room change which was accommodated instantly. Amazing food in the restaurant and the breakfast was a really big spread.   Over all a great stay and nice hotel.....,Date of stay: February 2019
Manish Nayyar,,,
Guide100446,"A top tier hotel in Sri Lanka, with a long and illustrious history","It starts with the moment you check into the hotel, the premium is placed on service and hospitality, one that was consistent throughout my two week stay for business.  The room needs upgraded, as expected, given the age of the hotel; but the overall experience made the stay memorable and personable.",
Satyeash Pai,,,
43patrickr,Try The (Amazing) Breakfast,"Cannot fault the hotel, staff were amazing and our waiter Charish was brilliant!  Food was brilliant, breakfast was superb.... Would happily stay here again!  I'd recommend the pool, massage, breakfast and Curry Leaf restaurant!",Date of stay: February 2019
chandu1717,,,
Dananjaya,Nice location and luxury stay,"The day we had checked in to the hotel it's remarkable. We was excited to there warm welcome to the hotel ,it was very professionally. The dinner and the breakfast was brilliant.thank you all staff to your great hospitality",Date of stay: February 2019
Jayanta F (K'suriya),Lobby Bar,"I visited on Saturday night Feb 9, just before 10 pm hoping to have some Bar Food or snacks and maybe a Beer. Hung around 15 minutes waiting for someone of the Bar Staff to at least look my way- no luck. Then spoke to someone who seemed to be a Bar manager ,( by the suit he wore). He got me a waiter. Asked for the Bar menu but the waiter gave me only the Wine list and scooted.Maybe being a 'Native' puts one at a disadvantage at the Hilton Colombo. The food is always pricey- just a small meat pie costs about $9 or 10.Beer cheap and good.Service mediocre. Overall, does not deserve to be called a Hilton.Oh! the Band was far too loud, as always at the Hilton.",Date of stay: February 2019
Deric R,dericr2019,"Well done Hilton Colombo, we had a fantastic visit last week. Your team are very attentive and professional. Especially the exec lounge team and the boys at the swimming pool and pool bar. A special shout out goes to the very happy security man at the elevators. Front desk and concierge teams also awesome. Would certainly recommend your hotel to others.",Date of stay: February 2019
shari a,Wonder experience,Had 4 great days at the Hilton. Staff was amazing and very helpful. Breakfast was a delight and had the best sushi for lunch. Only Complaint were the pillows...could not get comfortable and hard to sleep on,
CaymanGreg,4 nights,"Stayed here as usual as I collect Hilton points and have been going to this hotel for over10 years. The lobby area has been renovated and is fantastic - lobby bar, downstairs restaurant etc. the food in the buffet restaurant is amazing and choice is awesome. Employees are always friendly and helpful. The rooms though are aged and very much require a renovation especially the bathrooms. With competition all around the rooms have to be upgraded. Executive lounge is beautiful on floor 2 and depending on the rates worth taking of you are there for a couple Of days. I will continue to stay there, though with colleagues it is getting difficult due to room quality.",Date of stay: February 2019
Shreyas P,BEWARE COLOR PEOPLE,"Guys let me clarify. I am not racist person but they have special treatment for White then Colors. we were in line to place order in line front guy order things & chef says yes he will do it, When we place an order for Veg Dumpling chef refused to make it. I called manager and he fix issue. the way chef give me attitude I really don't like it. I strongly believe that color people are getting same attitude like me, then why we going there. Please spread the word so they start treating everyone same.",Date of stay: January 2019
Estelle L,Amazing food and service,"We spent 1 night there to end our trip in Sri Lanka and we loved it. Service was really great from check-in to check-out. And food was EXCELLENT! We had a fantastic dinner at the Japanese restaurant in the Dutch hospital, and breakfast + dinner in the buffet restaurant was really amazing (large choice and high quality). I think it is the best buffet we've ever experienced. Congrats to the team!",Date of stay: December 2018
vchinthaka,Better services,"we had a gathering in restaurant where the pizza promo runs, that buy one get one free. same as the better promo, we have witness polite services from the team as well. food is excellent, great customer care, polite staff",Date of stay: January 2019
Katherine A,"Good hotel, but some service mishaps","The ground-level floors of this hotel were very nice. The rooms were also fine, though dated (I understand they're about to be renovated, so I can't fault them for that). However, one of my travel companions got a knock on the door at 7:45 in the morning (while he was sleeping) asking if they wanted a newspaper, while the others on our group just had a newspaper hung silently on the door. We were all surprised that someone would disturb his sleep so early for something so trivial. Also, on my last night, I received a phone call at 10 PM (again, when I was asleep) stating that I hadn't paid for my room. When I arrived at the hotel two night earlier, I realized that I needed to book an extra night, which the man at the front desk helped me do, though he didn't charge me at the",
LasBrisasGal,,,
VaidyaVikrant,Hilton Enhances stay @ the Pearl city Colombo,"Hilton is a perfect one to stay for Bussiness leisure or Family as not only its location but lOve hospitality services,food, everything puts you in number 1 comfort all the way.Its Executive Lounge can be rated as excellent among many world ranking cities lounges ,you should experience,its Restaurants especially Sea food is mouth watering to make ur Buds tangy and addicted to it",
Usandeep,Anniversary Dinner at “GRAZE KITCHEN”,We had an anniversary celebration of our parents at the “GRAZE KITCHEN”. it was such an awesome place to visit and the food was excellent. Crew arranged a cake cutting with the music and it surprised us. Team was very helpful and Dileepa and Nipuni gave us an excellent support. It was a pleasure to be at such a nice place and hope to visit this soon again.,Date of stay: January 2019
meandering2014,Wonderful experience,"I booked an executive room with club access and the entire experience was wonderful. I was sorry to leave after just one night.  The reservation desk was attended by very helpful and charming staff.  The room was very comfortable but the best part was the executive club ... its design, staff and  food were all beyond expectation.  I rate this as the best club I have visited.  Afternoon teas  and evening drinks with delicious food..what a treat.  I needed a very early start and was provided with a boxed breakfast...so large that I couldn’t eat it all!  How thoughtful.  The whole atmosphere was enticing and Christmas decorations were stunning.  I couldn’t have been happier with my stay and wish to acknowledge all the staff who made it so memorable.",Date of stay: December 2018
LondonHelly,Like a favourite old aunt who is a bit scruffy,"I like this hotel and stay here often, but despite the communal areas looking fine the rooms really need an upgrade. The furniture is a bit shabby and old fashioned and there are a number of things missing that you might normally expect. They can't seem to get the evening service in the pond-side restaurant right. Twice the vegetables and potato with my superb fish were served cold. Really good band. They don't look great but the make a great sound! The train will wake you up early, but I have got used to it. I love the lounge access, great staff and lovely snacks: really nice to return to after a day at the office.",Date of stay: January 2019
Oztravels7,One night fantastic stay!,"I arrived very late on my flight and the staff did an excellent job of getting me to my room quickly. The room was very large and spotlessly clean. The bathroom is a bit dated with a bath/shower combo ( such a first world problem!). The bed was comfortable. The property is situated in huge grounds with a huge, beautiful pool area and spa. The breakfast buffet was outstanding. Such great choice, excellent quality and taste. A highlight of this property are the staff, so friendly and helpful.  I look forward to my return visit!",Date of stay: January 2019
mariejose1961,Initial bookings trouble followed by a fabulous stay,"After initial problems trying to reassure the booking by phone, the management and staff did everything to make the stay a most perfect one. They totally succeeded to deliver. Very impressed with hospitality.",
Universal Traveller,,,
JEB752,Visited for a wedding,"Nice to see the reception area all looking new and modern . Excellent service. The hotel almost seems over staffed but they are all polite & extremely friendly .  Bar service excellent. Breakfast is sensational with a wide range of dishes and a view of the beautiful pond. Wedding in Grand Ballroom was stunning with once again excellent service . The only thing I did not like was the very much dated rooms/bathrooms. They were more than functional but just look tired. However, they are next up for refurbishment so all will be well.  Pool area is good but a bit of a walk over the bridge. Il Ponte restaurant there is divine",Date of stay: January 2019
garywen92,Warm and friendly staff,"Stayed at Hilton Colombo for 2 nights. Impressed with the Christmas decoration, which is so attractive and nice. Generally hotel room was cozy and comfortable. Most amazing is the service from the hotel staff, very friendly and helpful.",Date of stay: January 2019
73felixt,Great stay!!!,"The hotel is in great conditions.  I was serviced with the upmost respect.  Room was adequate, clean and well located.  Hotel personnel were friendly and helpful.  Restaurant services a comprehensive buffet option.  Transportation is easily coordinated with hotel and included on your bill.  The hotel is suited for international business travelers.  I'll return again!",
ViajeroMaglalakbay,Amazing Staff in a Perfect Location,"I stayed at Hilton Colombo for a couple of nights and absolutely enjoyed the genuine hospitality and professional service of their staff. I particularly value their commitment to training future leaders in the hotel industry through their internship program. Room was spotless and had a nice view of the city and port. Food is excellent--a wonderful experience of Sri-Lankan and international cuisine. And yes, it was extremely affordable given the current exchange rate. Buffet lunch was about USD 10, and buffet dinner was about $15...an ideal place to host business meetings. Make sure to read the info card on safety and security, particularly when walking alone in the neighborhood. In terms of infrastructure, the hotel is one of the older ones in the area; therefore, you may",Date of stay: December 2018
LEONX108,Good people keep this hotel going,"The most redeeming attributes of this hotel are the food and the attentive, polite and courteous staff. Smiles and pleasant gestures all the time.  Buffet meals in the hotel restaurant were phenomenal. Generous variety, tasty and rich food. Every single meal! THANK YOU  Now, as far as the rooms were concerned, much was left to be desired. While the lobby and restaurant show signs of having undergone a recent facelift, the rooms seem to have been forgotten in 1985: fading paint, old furniture and a floor carpet that don’t belong in a Hilton. While water pressure was strong and refreshing, the pale fluorescent lights above the sink made us look tired and weary. The bed and linen were satisfactory.",Date of stay: January 2019
Kevin B,Amazing place to stay for our last 3 nights.,"An unbelievabe experience in many ways.  The hotel was pure luxury with unbelievable dining facilities, bars.  Excellent staff, good location and superb lounge facilities.  The  excellent sports complex and swimming pool were across the road and were accessed via a private bridge.",Date of stay: October 2018
Travels,Excellent Service,"Excellent staff, convenient location, Hilton Quality Maintained throughout. Executive Lounge managed and run professionally, great selection of food & drinks. Personal touch to all the services rendered.",
Aruni G,Curry leaf restaurant,"Just unbelievable 😍, im so glad that i chose Hilton  Colombo  . It was just amazing. Specially personally i would like  to thank ruwinda , thushan , shamika and fiona (she is very nice with a lovely smile)   they gave a very  good service. Curry leaf is just amazing 😎. Have noh words to express 😎😎was so happy and delightful. Will def visit again .",Date of stay: January 2019
Pamesha 24,Had a Fantastic Day,"We had a superb stay at Hilton Colombo from start to the end.I booked a room to celebrate my husband’s Birthday.They bought a delicious cake to surprise him, free Upgraded with a nice view etc.. Thank you Hilton all the staff members for made our day fabulous. I can highly recommend Hilton Colombo.",Date of stay: December 2018
deblau59,Another Great Hilton Stay!,"Wonderful Hilton stay, as always.  All the staff were warm, friendly and helpful.  We used the Executive Lounge and the food was very good.  The Lounge Manager came over and welcomed me by name which is a great personal touch.  We were also offered a box breakfast because of an early morning flight which was great.  This location lived up to the Hilton standards, for sure.",
Martibass,Great Hotel. Terrific staff,"This is the second time we have stayed at this hotel. We have stayed at many Hilton’s world wide and we believe this is the best of them.  Great facilities, clean and secure, well located near the seafront and Colombo Fort rail station. Best of all is the staff - terrific at all levels.  If you are having breakfast, the choice is huge. There is a large outdoor pool with plenty of loungers, poolside bar and restaurant. We will certainly return",
Passport67742609149,"An amazing location, staff, and food compensate for dated rooms","The staff, food, and location are what make this property stand out. The value is outstanding as a Hilton Gold or higher member. Rooms are definitely dated but it's clear the hotel has modernized them as best they can without an entire renovation. They are clean and comfortable. Bed was fine...a little more firm than we typically prefer but not so firm we couldn't sleep. Highly recommend the hotel and the staff are all so friendly and helpful and outstanding. Definitely try the breakfast or get a rate with it included as it's outstanding in variety and quality.",
planetravel,Great location,"We stayed at this hotel for our last night in beautiful Sri Lanka. Location is great and lobby was so beautifully decorated for Christmas! Breakfast, Tea time  and cocktail at the Executive Lounge were simply great! Excellent service. Our room was clean and quiet so we had a good night sleep. Mind that the room decor is dated and specially bathroom looks tired.",Date of stay: December 2018
Alicia,A way to enjoy Colombo,Very Clean rooms and facilities. Staff are very helpful and the internet works perfectly everywhere. The breakfast was beautiful with lots of options from different countries and totally recommended if you have to stop in Colombo for a couple of days. Really enjoyed my stay!,
Connector66064174750,Good food and service,"The service and food of Graze kitchen was awesome. Our past visits with Hilton has been horrible but after today’s experience I would definitely recommend Graze kitchen to our friends. Especially these boys: Thushara,Nuwantha,Mueranjana,Deleepa were extremely helpful and friendly.",Date of stay: January 2019
Jeehan A,Great Hotel,My Wife stayed AT Hilton in October and I wanted her to be safe and they did a great Job.i was told that the staff was so nice and polite and I was given updates about my Wife's stay by the Manager.i must mention that FB staff looked after her and Mr Arosha Perera went out of his way to make my  Wife's stay a great one.will recommend tbis Hotel for all people.i normally stay in the Best Hotel chain when we visit Sri Lanka but as My wife wanted  a place closer TO Lanka CBD we booked this great Hotel. Thanks guys for looking after My Wife,Date of stay: October 2018
Franzr,,,
Dilan350,Christmas as Graze Kitchen,"I visited the above mentioned Graze kitchen restaurent on 25th of December for lunch. Firstly what I enjoy here is the high quality of food and the atmosphere, unlike other hotels in Sri Lanka there are no massive lines at the buffet and it’s not cluster phobic,The staff are simply brilliant, especially the chefs who are very helpful, I should mention their Turkish counter which is headed by Chef Erkan who makes the best doner kebab ever. The restaurent is also very child friendly, which comes in handy when you have toddlers to enterain as well. This place is definitely a must visit.",Date of stay: December 2018
Dhermo,Christmas in Sri Lanka,"Having stayed in many a Hilton across the world, the Hilton Colombo is truly a cut above and is an amazing hotel with the friendliest staff.  From our arrival (after a gruelling 17 hour flight from the UK) my wife and I were greeted with complimentary drinks and our 1 year old daughter given a very cute elephant cuddly toy - perfect for all concerned at 9pm when everyone is shattered.   An upgrade to the executive lounge followed for our 2-night stay. Complimentary chocolate strawberries on our departure date were also an unexpected surprise; most of which were devoured by our daughter of course!  All staff were extremely attentive to our needs, including an array of tactics to calm a very tired little girl.  The food was also fantastic. A great selection at breakfast of western",Date of stay: December 2018
RalphNewell,Birthday Treat,"There are Hilton Hotels and Hilton Hotels. This was a top of the range experience, a three day treat at the end of two weeks in this lovely country, to celebrate a birthday. We were in the executive rooms on the 17th floor, views magnificent. The breakfast was unbelievable, and the hospitality in the executive lounge beyond fault. Will definitely go there again, but not quite sure about the state tourist tax of 33 1/3% tax.",Date of stay: November 2018
Young L,,,
D_Senevi,,,
Madara Hemachandra,Telephone Reservations.,I called Hilton to make a reservation for dinner. The operator who picked up the phone was extremely unprofessional. She doesn’t even know to say “Please Hold on till I transfer you to the particular restaurant”. And within seconds the line is cut. No courtesy at all.  I tried calling twice and every time this was the situation. Unbelievable for a Five star Hotel.,Date of stay: December 2018
ruth___1808,Great!,"Great service and fantasy food.💜 we had a very pleasant stay. Thanks for you greatest hospitality. I will definitely visit place again quickly, and also I will recommend this place to all my friends.                                 All the best to the team!",Date of stay: October 2018
Drubuch,A Legendary Experience,"One of the Hilton greatest properties, beautiful lobby, wonderfully decorated for Christmas during my stay.  Team super attentive and friendly went out of their way to celebrate my son's birthday on arrival.  Very nice selection of restaurants for dinner and an impressive breakfast spread",Date of stay: December 2018
Megh S,Great place,Hilton Colombo is a perfect place to stay while visiting Sri Lanka. We have loved every minute of our stay here. The staff have a great sense of care for the guests and they made every effort to make our stay comfortable. I greatly appreciate their commitment.,Date of stay: December 2018
Tyronne W,Good stay but there's some room to improve,"My first preference goes to Hilton hotels and resorts being an HH member. The Hilton Colombo rendered both excellent and poor services during my stay.   The check-in was 'ok', but unfortunately the Hilton Honors app did not offer an opportunity to reserve my own room like my previous stay at the same venue. Is this hotel not compatible with the HH app? However, the check-in staff were helpful to offer me a seafront room.   The in-room dining was excellent, the staff were friendly, helpful and courteous; especially the room service staff. The room was clean but the aged interior needs a lift to keep up with the other Hiltons I have stayed.  What was not so good? There was no power socket in the washroom for a shaver, which is unacceptable in this day and time. The draining wasn't",Date of stay: November 2018
Gal R,Amazing experience in Hilton Colombo,I have to say I have been going to Hilton hotels all around the world for many years and this has been one of the best if not the best experience I ever had. The service was absolutely superb in all aspects from my arrival and the fact the reception could give me a late departure since I had a midnight flight. This continued in the service in the lounge. I forgot my jacket there the first night and they remembered me to give it back the next day before I even noticed I left it there. As someone who teaches business and also service management it was wonderful to see the level of attention to details in each part of the service. I would like to really commend the leadership of the hotel for this amazing work.Professor Gal RazDean and Professor of Business,
Pmjworld,Best hotel in Colombo,"This hotel still delivers on its promise to provide great hospitality.  Attentive and polite staff are all around at every level to give you an unparalleled experience to make this your “ home away from home”.  The upgrades to the front lobby and bar area alone is worth the continued patronage to this well run hotel, under the guided leadership of GM Manesh Fernando and his brilliant suppport team.",
Roshan W,Excellent Wedding Banquet,We had an enjoyable wedding reception at the Blue Ballroom at the Hilton Colombo last Monday. Everything about the evening was classy. The band had a saxophone player who was amazing! The dinner buffet was one of the best I seen in a Colombo hotel. The service was very attentive and the decorations were beautiful.  The couple made a good choice in having their big day @ Hilton.,Date of stay: December 2018
Raman Khowal,Wonderful stay,Best in Sri Lanka. Wonderful location and hospitality. Friendly staff especially for Indians. Varieties of food in breakfast buffet. Nice and big swimming pool with a large gym. Sauna and jacuzzi present.,Date of stay: February 2018
MichaelF007,A very central location with fantastic staff,"Having stayed at both Hilton properties in Colombo, I have to say the one thing that stands out is the friendliness and attentiveness of the staff. I have never been disappointed. Sri Lankan hospitality at its best. From the moment you check in to the time of check out, you are greeted by friendly staff who are always checking on your well being. The hotel itself is well located in the heart of the Colombo business area. As a fulltime resident of the USA, when visiting my homeland of Sri Lanka I always pick the Hilton brand due to my previous positive experience globally. Ofcourse, I am part of their loyalty program but it is not the only loyalty program I am a member of and hence do have a choice of hotel chains I could choose to stay at.",
Afeefsmile,,,
brenda e,"Nice hotel, fab staff, superb exec floor","Such a central hotel with staff so willing to please. The breakfast is amazing.. so much choice and the executive floor is well worth it. The only downside is the pool, quite a walk from the hotel and not just for hotel guests as  members of the public who are members of the gym are also allowed. Not many sun beds and x 2 birthday parties for children on the two days we used the pool. Gym is good.",Date of stay: December 2018
Bhima Subrahmanyam,Excellent Property,"It was infact a very satisfying stay in this hotel.Staff,initially were indifferent,supervisor proved to be  excellent in extending hospitality.A hotel with very good infrastructure. I enjoyed staying there.",Date of stay: November 2018
IndiraNaidoo,,,
Dave H,Even Better 30 Years Later,"An exceptional Hotel in the heart of Colombo Fort.  The Front Office Staff personnel were exceptional.  I would especially like to commend Abhirami and Andreaua as they made my stay and departure arrangements most enjoyable.  I attended the Colombo Hilton ""Grand Opening"" 30 years ago and it is still a wonderful hotel and hasn't aged a bit. In fact, it is so much better!",
mratkaj,Outstanding service at HIlton Colombo,"Had an unforgettable stay at the Hilton Colombo. The staff were fantastic in meeting and anticipating needs. I felt like I had come home! Hansi and Nafeel in the LAB ensured afternoon cocktails were done just right. And Pradeep and staff at Graze served up a not-to-be-missed breakfast. Special shout-out to Dulanjala who made sure my omelette was made perfectly each time, and my espresso arrived once at the start of my meal, and again at the end. The concierge was great at helping me get oriented to the city, and even provided a phone number to reach him in case I needed to. All round fantastic experience at the Hilton Colombo!!",Date of stay: December 2018
Scenic58562011338,Excellent,Excellent services all general / amazing breakfast & buffet / kindness & listening of staff / garden is very relaxing & clean / pool is great / Resturants food very tasty / laundry qualities excellent /executive lounge awesome / Consiage service excellent /,
Pulak B,Grand as ever!,"Situated in the central business area of Colombo, the Hilton remains a most convenient place for business travellers to this place. Beautiful grand rooms, good food and professional service. The only setback is that the place is not located beside the ocean but a ten minute walk is all it takes to reach the ocean side. Recommended.",Date of stay: November 2018
Pierre R,A dinner at the lounge,"The dinner at the lounge was good. I had a margareta pizza. However, the AC was too cold and the music was too loud. It is a shame for such a nice place !!!!!!! Cocktails are nice too... Lot of choice on the menue",Date of stay: November 2018
Charith,The curry leaf restaurant,"This place is the best!! All the staff members at curry leaf are unbelievable!! They’ll go above and beyond! Made my family and I feel very welcome and special! They all remember us from our last visits to Sri Lanka! This food is IS THE BEST!! The singers are really out standing! (Ask for parsad, is great help you out with anything you need! ! (They’ll play any requested song which is even better)  OVERALL! Hilton Colombo is OUTSTANDING!!!",Date of stay: December 2018
TravelHusky,Budget friendly but rooms are still very old,Location is nice as all the other hotels near and around Galle face beach . Hotel lobby and other amneties services has been refurbished recently and gives a fresh look but the rooms are still very old and outdated please do not choose before the entire property is refurbished .  May be you get the cheap deal because property has been old so take a call accordingly.,Date of stay: November 2018
rohitj24,Wonderful week at the Hilton Colombo,The staff were most welcoming and engaging to all service users such as ourselves.  They treated us with great respect and dignity.  This discipline was consistent throughout our stay.  We really felt special and valued.,
Ruhira K,Excellent Food,"Service at Colombo Hilton is exceptional , it was our 11th visit to The Colombo Hilton ,  received princess treatment throughout.  The room was very big and comfortable, amazing food variety at Graze kitchen .   perfectly clean and had good facilities, including a delicious plate of fruit to welcome us. Will be back soon   Ruchira",Date of stay: September 2018
swimjohn18,"Aging hotel, but great service in a  great location for exploring Colombo","I was in Colombo for three nights, and the Hilton was an excellent location for exploring town.  It was an easy taxi/Uber ride from the airport and quick to access all the sites, some are in walking distance.  The hotel is showing its age in some areas, but the staff and rooms were great.  The breakfasts in the lounge were excellent.  I only ate at the hotel Sri Lankan restaraunt, but the food was good giving lots of local flavors to try.  The prices were high for Colombo...but I was happy with my choice to stay and will certainly consider the Hilton Colombo if I return.",Date of stay: November 2018
munjal2406,FANTASTIC STAY,"We went there on 18th , November for 1 nights.we went for family holiday. location is superb and food was ultimate. the rooms are also as per their class. we reaalyu enjoyed the dinner at restaurant as indian  chef was too supportive and prepared delicious items for us. he served special sweet SANDESH, it was too good.",Date of stay: November 2018
chandana_silva,Great Location with superb customer service,The hotel is located in the heart of Colombo. There are a lot of attractions and other restaurants at walking distance.Hilton offers a lot of good restaurants and shops. The room and bath very clean. Exceptional staff and very helpful.  Will visit again.,
Eshani,The best food,"One of the best buffets in Colombo. Have been here few times and Love the atmosphere, the food and the staff. The food spread and the beverage spread is really good. You can experience the real taste of different cuisines. If you are a food lover highly recommend this place. It is always good to make a reservation before you go here as the place is crowded at most evenings.",Date of stay: November 2018
Chanakya Jayade... J,Extraordinary lobby,I have been visiting Colombo Hilton lobby since of late after renovation Its fabulous I must make a special mention of the bar its music and your new staff there.I also met one staff member who treated me very well Ms Chanu the manager.She and the rest of them are very good.Also my friend who visited and stayed in your hotel a week was very happy of the service His booking was done by Mr Chanaka Abeysinghe who followed it up and did a good job.I thought I should make a special mention of all these good points Congratulations and keep up the good work-Chanakya,Date of stay: November 2018
Sanjeewa A,Excellent wedding,Hilton Ball Room we attended a family wedding. Service was great. Food was very good. Taste of the dishes were great. Dessert’s were the best. Salad counter was creative and looks different. Overall it was a lovely experience.,Date of stay: August 2018
sebastien b,Excellent hotel in Colombo,Excellent hotel overall with super nice and helpful staff. Breakfast buffet is awesome in terms of quality and offer. Large swimming pool and fully equipped fitness center. Rooms are large and very comfortable. Will definitely come back in my future trips to Colombo.,
rabeth khan,warmth and hospitality reigns supreme!,"I was on the 15th floor. My room had a view of the ocean from the bed. And it was no suite, a regular deluxe room. Morning awakening couldn't be better. Rooms are comfy and the washrooms well stocked. Hospitality from check in to check out was laced with care all the way. Breakfast has good variety and Sri Lankan dishes are top class. Lunch is equally good. Price of rooms and food are also well within budget but 5 star levels of services and comfort.",Date of stay: November 2018
Anuradha Mendis,,,
Steve F,Colombo Hilton!!!,Best overall hotel experience in recent memory...!!!  There wasn’t one thing that disappointed.  Executive Lounge was top notch.  Dining experience was equally top notch - fresh fish was superb!  I look forward to my next visit to Colombo & stay at this property.,
